,Precision,Recall,R-Precision,NDCG,Clicks
MF-Transformer,0.0244674,0.05519725989725853,0.056379621675051145,0.04016906491418237,37.9196
MUSE,0.0217784,0.033482945710991883,0.04278480763938677,0.027630596901545356,42.3858
LARP,0.023524399999999997,0.0481725199372481,0.059295291688803625,0.03483660871341676,31.2085
PISA,0.0203594,0.020753442441197454,0.027582847288234846,0.02056978703173818,49.1728
