,Precision,Recall,R-Precision,NDCG,Clicks
MF-Transformer,0.025826200000000004,0.05540961868202919,0.05704400713715398,0.04041046659460341,38.1962
MUSE,0.0234634,0.0347409588941524,0.04414619044723877,0.028990028261853342,42.4051
LARP,0.0253058,0.05106710815751736,0.04360492120743555,0.04378948448045191,39.1989
PISA,0.0220594,0.02247812323798786,0.02935610472346573,0.022259636636564023,49.0778
